instrumentid,Name,Latitude,Longitude,y,m,d,h,grafNO2
1,Hjortnes,59.91132000,10.70407000,2017,1,7,23,79.910393
1,Hjortnes,59.91132000,10.70407000,2017,1,8,0,76.743392
1,Hjortnes,59.91132000,10.70407000,2017,1,8,1,63.728758
1,Hjortnes,59.91132000,10.70407000,2017,1,8,2,58.989201
1,Hjortnes,59.91132000,10.70407000,2017,1,8,3,55.331873
1,Hjortnes,59.91132000,10.70407000,2017,1,8,4,54.592091
1,Hjortnes,59.91132000,10.70407000,2017,1,8,5,40.198692
1,Hjortnes,59.91132000,10.70407000,2017,1,8,6,52.238077
1,Hjortnes,59.91132000,10.70407000,2017,1,8,7,55.711868
1,Hjortnes,59.91132000,10.70407000,2017,1,8,8,67.192213
1,Hjortnes,59.91132000,10.70407000,2017,1,8,9,64.005804
1,Hjortnes,59.91132000,10.70407000,2017,1,8,10,66.483878
1,Hjortnes,59.91132000,10.70407000,2017,1,8,11,73.594562
1,Hjortnes,59.91132000,10.70407000,2017,1,8,12,61.427915
1,Hjortnes,59.91132000,10.70407000,2017,1,8,13,94.726561
1,Hjortnes,59.91132000,10.70407000,2017,1,8,14,82.624673
1,Hjortnes,59.91132000,10.70407000,2017,1,8,15,93.302313
1,Hjortnes,59.91132000,10.70407000,2017,1,8,16,99.489766
1,Hjortnes,59.91132000,10.70407000,2017,1,8,17,106.810692
1,Hjortnes,59.91132000,10.70407000,2017,1,8,18,83.699777
1,Hjortnes,59.91132000,10.70407000,2017,1,8,19,79.637677
1,Hjortnes,59.91132000,10.70407000,2017,1,8,20,94.027228
1,Hjortnes,59.91132000,10.70407000,2017,1,8,21,80.433203
1,Hjortnes,59.91132000,10.70407000,2017,1,8,22,63.164930
1,Hjortnes,59.91132000,10.70407000,2017,1,8,23,56.968592
1,Hjortnes,59.91132000,10.70407000,2017,1,9,0,56.352190
1,Hjortnes,59.91132000,10.70407000,2017,1,9,1,46.438990
1,Hjortnes,59.91132000,10.70407000,2017,1,9,2,47.053116
1,Hjortnes,59.91132000,10.70407000,2017,1,9,3,53.553525
1,Hjortnes,59.91132000,10.70407000,2017,1,9,4,73.372648
1,Hjortnes,59.91132000,10.70407000,2017,1,9,5,135.294072
1,Hjortnes,59.91132000,10.70407000,2017,1,9,6,122.787030
1,Hjortnes,59.91132000,10.70407000,2017,1,9,7,134.217697
1,Hjortnes,59.91132000,10.70407000,2017,1,9,8,128.842026
1,Hjortnes,59.91132000,10.70407000,2017,1,9,9,118.010192
1,Hjortnes,59.91132000,10.70407000,2017,1,9,10,111.526164
1,Hjortnes,59.91132000,10.70407000,2017,1,9,11,92.355594
1,Hjortnes,59.91132000,10.70407000,2017,1,9,12,114.042459
1,Hjortnes,59.91132000,10.70407000,2017,1,9,13,126.152958
1,Hjortnes,59.91132000,10.70407000,2017,1,9,14,128.604536
1,Hjortnes,59.91132000,10.70407000,2017,1,9,15,121.781845
1,Hjortnes,59.91132000,10.70407000,2017,1,9,16,124.276880
1,Hjortnes,59.91132000,10.70407000,2017,1,9,17,121.856831
1,Hjortnes,59.91132000,10.70407000,2017,1,9,18,120.310477
1,Hjortnes,59.91132000,10.70407000,2017,1,9,19,26.566785
1,Hjortnes,59.91132000,10.70407000,2017,1,9,20,18.218063
1,Hjortnes,59.91132000,10.70407000,2017,1,9,21,15.301108
1,Hjortnes,59.91132000,10.70407000,2017,1,9,22,13.842974
1,Hjortnes,59.91132000,10.70407000,2017,1,9,23,15.108967
1,Hjortnes,59.91132000,10.70407000,2017,1,10,0,12.401057
1,Hjortnes,59.91132000,10.70407000,2017,1,10,1,9.344849
1,Hjortnes,59.91132000,10.70407000,2017,1,10,2,11.085924
1,Hjortnes,59.91132000,10.70407000,2017,1,10,3,12.048443
1,Hjortnes,59.91132000,10.70407000,2017,1,10,4,12.787226
1,Hjortnes,59.91132000,10.70407000,2017,1,10,5,19.215402
1,Hjortnes,59.91132000,10.70407000,2017,1,10,6,22.478701
1,Hjortnes,59.91132000,10.70407000,2017,1,10,7,19.881681
1,Hjortnes,59.91132000,10.70407000,2017,1,10,8,23.575321
1,Hjortnes,59.91132000,10.70407000,2017,1,10,9,22.038327
1,Hjortnes,59.91132000,10.70407000,2017,1,10,10,19.987172
1,Hjortnes,59.91132000,10.70407000,2017,1,10,11,20.731130
1,Hjortnes,59.91132000,10.70407000,2017,1,10,12,32.778413
1,Hjortnes,59.91132000,10.70407000,2017,1,10,13,35.222540
1,Hjortnes,59.91132000,10.70407000,2017,1,10,14,44.807373
1,Hjortnes,59.91132000,10.70407000,2017,1,10,15,41.221715
1,Hjortnes,59.91132000,10.70407000,2017,1,10,16,27.664706
1,Hjortnes,59.91132000,10.70407000,2017,1,10,17,26.346206
1,Hjortnes,59.91132000,10.70407000,2017,1,10,18,25.445744
1,Hjortnes,59.91132000,10.70407000,2017,1,10,19,16.420932
1,Hjortnes,59.91132000,10.70407000,2017,1,10,20,18.381663
1,Hjortnes,59.91132000,10.70407000,2017,1,10,21,19.892058
1,Hjortnes,59.91132000,10.70407000,2017,1,10,22,18.383078
1,Hjortnes,59.91132000,10.70407000,2017,1,10,23,15.086240
1,Hjortnes,59.91132000,10.70407000,2017,1,11,0,12.734469
1,Hjortnes,59.91132000,10.70407000,2017,1,11,1,13.482397
1,Hjortnes,59.91132000,10.70407000,2017,1,11,2,12.606102
1,Hjortnes,59.91132000,10.70407000,2017,1,11,3,9.753223
1,Hjortnes,59.91132000,10.70407000,2017,1,11,4,14.434269
1,Hjortnes,59.91132000,10.70407000,2017,1,11,5,15.042523
1,Hjortnes,59.91132000,10.70407000,2017,1,11,6,12.263772
1,Hjortnes,59.91132000,10.70407000,2017,1,11,7,16.219964
1,Hjortnes,59.91132000,10.70407000,2017,1,11,8,15.885839
1,Hjortnes,59.91132000,10.70407000,2017,1,11,9,30.836330
1,Hjortnes,59.91132000,10.70407000,2017,1,11,10,46.102526
1,Hjortnes,59.91132000,10.70407000,2017,1,11,11,43.225341
1,Hjortnes,59.91132000,10.70407000,2017,1,11,12,40.664473
1,Hjortnes,59.91132000,10.70407000,2017,1,11,13,85.190856
1,Hjortnes,59.91132000,10.70407000,2017,1,11,14,89.188999
1,Hjortnes,59.91132000,10.70407000,2017,1,11,15,101.184036
1,Hjortnes,59.91132000,10.70407000,2017,1,11,16,104.447789
1,Hjortnes,59.91132000,10.70407000,2017,1,11,17,70.845355
1,Hjortnes,59.91132000,10.70407000,2017,1,11,18,46.107929
1,Hjortnes,59.91132000,10.70407000,2017,1,11,19,28.566293
1,Hjortnes,59.91132000,10.70407000,2017,1,11,20,21.293590
1,Hjortnes,59.91132000,10.70407000,2017,1,11,21,23.988933
1,Hjortnes,59.91132000,10.70407000,2017,1,11,22,20.180086
1,Hjortnes,59.91132000,10.70407000,2017,1,11,23,43.482651
1,Hjortnes,59.91132000,10.70407000,2017,1,12,0,35.924864
1,Hjortnes,59.91132000,10.70407000,2017,1,12,1,27.761558
1,Hjortnes,59.91132000,10.70407000,2017,1,12,2,15.335984
1,Hjortnes,59.91132000,10.70407000,2017,1,12,3,14.355303
1,Hjortnes,59.91132000,10.70407000,2017,1,12,4,55.548267
1,Hjortnes,59.91132000,10.70407000,2017,1,12,5,88.156889
1,Hjortnes,59.91132000,10.70407000,2017,1,12,6,115.279270
1,Hjortnes,59.91132000,10.70407000,2017,1,12,7,50.831743
1,Hjortnes,59.91132000,10.70407000,2017,1,12,8,134.638588
1,Hjortnes,59.91132000,10.70407000,2017,1,12,9,53.459145
1,Hjortnes,59.91132000,10.70407000,2017,1,12,10,67.697758
1,Hjortnes,59.91132000,10.70407000,2017,1,12,11,53.663427
1,Hjortnes,59.91132000,10.70407000,2017,1,12,12,71.707892
1,Hjortnes,59.91132000,10.70407000,2017,1,12,13,84.750852
1,Hjortnes,59.91132000,10.70407000,2017,1,12,14,48.371553
1,Hjortnes,59.91132000,10.70407000,2017,1,12,15,40.549567
1,Hjortnes,59.91132000,10.70407000,2017,1,12,16,152.043127
1,Hjortnes,59.91132000,10.70407000,2017,1,12,17,156.648794
1,Hjortnes,59.91132000,10.70407000,2017,1,12,18,142.172487
1,Hjortnes,59.91132000,10.70407000,2017,1,12,19,85.055260
1,Hjortnes,59.91132000,10.70407000,2017,1,12,20,29.346868
1,Hjortnes,59.91132000,10.70407000,2017,1,12,21,22.272634
1,Hjortnes,59.91132000,10.70407000,2017,1,12,22,68.368465
1,Hjortnes,59.91132000,10.70407000,2017,1,12,23,80.130852
1,Hjortnes,59.91132000,10.70407000,2017,1,13,0,69.996679
1,Hjortnes,59.91132000,10.70407000,2017,1,13,1,56.913593
1,Hjortnes,59.91132000,10.70407000,2017,1,13,2,51.155532
1,Hjortnes,59.91132000,10.70407000,2017,1,13,3,57.912320
1,Hjortnes,59.91132000,10.70407000,2017,1,13,4,81.091495
1,Hjortnes,59.91132000,10.70407000,2017,1,13,5,134.498094
1,Hjortnes,59.91132000,10.70407000,2017,1,13,6,165.973914
1,Hjortnes,59.91132000,10.70407000,2017,1,13,7,193.133312
1,Hjortnes,59.91132000,10.70407000,2017,1,13,8,183.697074
1,Hjortnes,59.91132000,10.70407000,2017,1,13,9,154.683100
1,Hjortnes,59.91132000,10.70407000,2017,1,13,10,89.305298
1,Hjortnes,59.91132000,10.70407000,2017,1,13,11,74.034176
1,Hjortnes,59.91132000,10.70407000,2017,1,13,12,81.753959
1,Hjortnes,59.91132000,10.70407000,2017,1,13,13,75.499134
1,Hjortnes,59.91132000,10.70407000,2017,1,13,14,121.167094
1,Hjortnes,59.91132000,10.70407000,2017,1,13,15,154.464777
1,Hjortnes,59.91132000,10.70407000,2017,1,13,16,167.234475
1,Hjortnes,59.91132000,10.70407000,2017,1,13,17,139.052695
1,Hjortnes,59.91132000,10.70407000,2017,1,13,18,113.007366
1,Hjortnes,59.91132000,10.70407000,2017,1,13,19,97.252129
1,Hjortnes,59.91132000,10.70407000,2017,1,13,20,95.251761
1,Hjortnes,59.91132000,10.70407000,2017,1,13,21,93.276019
1,Hjortnes,59.91132000,10.70407000,2017,1,13,22,78.304226
1,Hjortnes,59.91132000,10.70407000,2017,1,13,23,84.550078
1,Hjortnes,59.91132000,10.70407000,2017,1,14,0,70.385016
1,Hjortnes,59.91132000,10.70407000,2017,1,14,1,72.011569
1,Hjortnes,59.91132000,10.70407000,2017,1,14,2,65.405692
1,Hjortnes,59.91132000,10.70407000,2017,1,14,3,57.902408
1,Hjortnes,59.91132000,10.70407000,2017,1,14,4,59.391502
1,Hjortnes,59.91132000,10.70407000,2017,1,14,5,65.247852
1,Hjortnes,59.91132000,10.70407000,2017,1,14,6,79.518136
1,Hjortnes,59.91132000,10.70407000,2017,1,14,7,91.199376
1,Hjortnes,59.91132000,10.70407000,2017,1,14,8,101.189270
1,Hjortnes,59.91132000,10.70407000,2017,1,14,9,97.085612
1,Hjortnes,59.91132000,10.70407000,2017,1,14,10,83.888377
1,Hjortnes,59.91132000,10.70407000,2017,1,14,11,70.166695
1,Hjortnes,59.91132000,10.70407000,2017,1,14,12,56.452412
1,Hjortnes,59.91132000,10.70407000,2017,1,14,13,60.690756
1,Hjortnes,59.91132000,10.70407000,2017,1,14,14,61.224113
1,Hjortnes,59.91132000,10.70407000,2017,1,14,15,74.093572
1,Hjortnes,59.91132000,10.70407000,2017,1,14,16,67.640329
1,Hjortnes,59.91132000,10.70407000,2017,1,14,17,90.128256
1,Hjortnes,59.91132000,10.70407000,2017,1,14,18,75.769635
1,Hjortnes,59.91132000,10.70407000,2017,1,14,19,69.111113
1,Hjortnes,59.91132000,10.70407000,2017,1,14,20,56.838122
1,Hjortnes,59.91132000,10.70407000,2017,1,14,21,52.603408
1,Hjortnes,59.91132000,10.70407000,2017,1,14,22,54.216196
1,Hjortnes,59.91132000,10.70407000,2017,1,14,23,65.531063
1,Hjortnes,59.91132000,10.70407000,2017,1,15,0,76.819869
1,Hjortnes,59.91132000,10.70407000,2017,1,15,1,59.632039
1,Hjortnes,59.91132000,10.70407000,2017,1,15,2,31.077961
1,Hjortnes,59.91132000,10.70407000,2017,1,15,3,30.964127
1,Hjortnes,59.91132000,10.70407000,2017,1,15,4,26.782337
1,Hjortnes,59.91132000,10.70407000,2017,1,15,5,30.124357
1,Hjortnes,59.91132000,10.70407000,2017,1,15,6,33.541691
1,Hjortnes,59.91132000,10.70407000,2017,1,15,7,52.665520
1,Hjortnes,59.91132000,10.70407000,2017,1,15,8,76.164522
1,Hjortnes,59.91132000,10.70407000,2017,1,15,9,76.463628
1,Hjortnes,59.91132000,10.70407000,2017,1,15,10,101.876959
1,Hjortnes,59.91132000,10.70407000,2017,1,15,11,91.099206
1,Hjortnes,59.91132000,10.70407000,2017,1,15,12,62.905989
1,Hjortnes,59.91132000,10.70407000,2017,1,15,13,89.155151
1,Hjortnes,59.91132000,10.70407000,2017,1,15,14,113.637755
1,Hjortnes,59.91132000,10.70407000,2017,1,15,15,131.499124
1,Hjortnes,59.91132000,10.70407000,2017,1,15,16,140.530731
1,Hjortnes,59.91132000,10.70407000,2017,1,15,17,135.013590
1,Hjortnes,59.91132000,10.70407000,2017,1,15,18,140.796128
1,Hjortnes,59.91132000,10.70407000,2017,1,15,19,147.304272
1,Hjortnes,59.91132000,10.70407000,2017,1,15,20,112.898958
1,Hjortnes,59.91132000,10.70407000,2017,1,15,21,103.405564
1,Hjortnes,59.91132000,10.70407000,2017,1,15,22,87.027546
1,Hjortnes,59.91132000,10.70407000,2017,1,15,23,74.755491
1,Hjortnes,59.91132000,10.70407000,2017,1,16,0,64.461275
1,Hjortnes,59.91132000,10.70407000,2017,1,16,1,60.549423
1,Hjortnes,59.91132000,10.70407000,2017,1,16,2,55.191010
1,Hjortnes,59.91132000,10.70407000,2017,1,16,3,62.159914
1,Hjortnes,59.91132000,10.70407000,2017,1,16,4,85.105446
1,Hjortnes,59.91132000,10.70407000,2017,1,16,5,136.755072
1,Hjortnes,59.91132000,10.70407000,2017,1,16,6,168.061984
1,Hjortnes,59.91132000,10.70407000,2017,1,16,7,169.242699
1,Hjortnes,59.91132000,10.70407000,2017,1,16,8,184.405052
1,Hjortnes,59.91132000,10.70407000,2017,1,16,9,191.977067
1,Hjortnes,59.91132000,10.70407000,2017,1,16,10,108.882020
1,Hjortnes,59.91132000,10.70407000,2017,1,16,11,66.696472
1,Hjortnes,59.91132000,10.70407000,2017,1,16,12,65.015679
1,Hjortnes,59.91132000,10.70407000,2017,1,16,13,100.395749
1,Hjortnes,59.91132000,10.70407000,2017,1,16,14,94.882076
1,Hjortnes,59.91132000,10.70407000,2017,1,16,15,133.653416
1,Hjortnes,59.91132000,10.70407000,2017,1,16,16,141.079805
1,Hjortnes,59.91132000,10.70407000,2017,1,16,17,152.935831
1,Hjortnes,59.91132000,10.70407000,2017,1,16,18,151.006271
1,Hjortnes,59.91132000,10.70407000,2017,1,16,19,136.982793
1,Hjortnes,59.91132000,10.70407000,2017,1,16,20,95.566653
1,Hjortnes,59.91132000,10.70407000,2017,1,16,21,100.920387
1,Hjortnes,59.91132000,10.70407000,2017,1,16,22,94.186198
1,Hjortnes,59.91132000,10.70407000,2017,1,16,23,80.258853
1,Hjortnes,59.91132000,10.70407000,2017,1,17,0,69.058272
1,Hjortnes,59.91132000,10.70407000,2017,1,17,1,65.683974
1,Hjortnes,59.91132000,10.70407000,2017,1,17,2,44.823145
1,Hjortnes,59.91132000,10.70407000,2017,1,17,3,53.893439
1,Hjortnes,59.91132000,10.70407000,2017,1,17,4,80.596932
1,Hjortnes,59.91132000,10.70407000,2017,1,17,5,99.688137
1,Hjortnes,59.91132000,10.70407000,2017,1,17,6,88.540888
1,Hjortnes,59.91132000,10.70407000,2017,1,17,7,103.218546
1,Hjortnes,59.91132000,10.70407000,2017,1,17,8,113.065267
1,Hjortnes,59.91132000,10.70407000,2017,1,17,9,109.932865
1,Hjortnes,59.91132000,10.70407000,2017,1,17,10,74.540116
1,Hjortnes,59.91132000,10.70407000,2017,1,17,11,70.871377
1,Hjortnes,59.91132000,10.70407000,2017,1,17,12,50.395483
1,Hjortnes,59.91132000,10.70407000,2017,1,17,13,55.924896
1,Hjortnes,59.91132000,10.70407000,2017,1,17,14,48.423859
1,Hjortnes,59.91132000,10.70407000,2017,1,17,15,68.949984
1,Hjortnes,59.91132000,10.70407000,2017,1,17,16,82.923296
1,Hjortnes,59.91132000,10.70407000,2017,1,17,17,89.797236
1,Hjortnes,59.91132000,10.70407000,2017,1,17,18,86.906178
1,Hjortnes,59.91132000,10.70407000,2017,1,17,19,93.334611
1,Hjortnes,59.91132000,10.70407000,2017,1,17,20,82.283397
1,Hjortnes,59.91132000,10.70407000,2017,1,17,21,86.479623
1,Hjortnes,59.91132000,10.70407000,2017,1,17,22,62.078956
1,Hjortnes,59.91132000,10.70407000,2017,1,17,23,52.360450
1,Hjortnes,59.91132000,10.70407000,2017,1,18,0,49.260181
1,Hjortnes,59.91132000,10.70407000,2017,1,18,1,42.365708
1,Hjortnes,59.91132000,10.70407000,2017,1,18,2,44.176920
1,Hjortnes,59.91132000,10.70407000,2017,1,18,3,43.438351
1,Hjortnes,59.91132000,10.70407000,2017,1,18,4,59.334401
1,Hjortnes,59.91132000,10.70407000,2017,1,18,5,89.934109
1,Hjortnes,59.91132000,10.70407000,2017,1,18,6,110.930349
1,Hjortnes,59.91132000,10.70407000,2017,1,18,7,107.269419
1,Hjortnes,59.91132000,10.70407000,2017,1,18,8,94.433899
1,Hjortnes,59.91132000,10.70407000,2017,1,18,9,82.209182
1,Hjortnes,59.91132000,10.70407000,2017,1,18,10,73.348117
1,Hjortnes,59.91132000,10.70407000,2017,1,18,11,82.394682
1,Hjortnes,59.91132000,10.70407000,2017,1,18,12,74.915373
1,Hjortnes,59.91132000,10.70407000,2017,1,18,13,71.041677
1,Hjortnes,59.91132000,10.70407000,2017,1,18,14,57.268839
1,Hjortnes,59.91132000,10.70407000,2017,1,18,15,53.268451
1,Hjortnes,59.91132000,10.70407000,2017,1,18,16,61.430484
1,Hjortnes,59.91132000,10.70407000,2017,1,18,17,61.781682
1,Hjortnes,59.91132000,10.70407000,2017,1,18,18,66.133724
1,Hjortnes,59.91132000,10.70407000,2017,1,18,19,59.653934
